store,type,department,date,weekly_sales,is_holiday,temperature_c,fuel_price_usd_per_l,unemployment
1,A,1,2010-02-05,24924.5,False,5.727777777777779,0.6794508388787476,8.106
1,A,1,2010-03-05,21827.9,False,8.055555555555555,0.693451964252221,8.106
1,A,1,2010-04-02,57258.43,False,16.81666666666667,0.718284148876872,7.808
1,A,1,2010-05-07,17413.94,False,22.52777777777778,0.7489281213923986,7.808
1,A,1,2010-06-04,17558.09,False,27.05,0.7145857384008601,7.808
1,A,1,2010-07-02,16333.14,False,27.17222222222222,0.7050755400339724,7.787000000000001
1,A,1,2010-08-06,17508.41,False,30.64444444444444,0.693980308605937,7.787000000000001
1,A,1,2010-09-03,16241.78,False,27.338888888888885,0.6807716997630375,7.787000000000001
1,A,1,2010-10-01,20094.19,False,22.16111111111111,0.6876401763613453,7.837999999999999
1,A,1,2010-11-05,34238.88,False,14.855555555555558,0.7103589835711321,7.837999999999999
1,A,1,2010-12-03,22517.56,False,9.594444444444449,0.7153782549314341,7.837999999999999
1,A,1,2011-01-07,15984.24,False,9.038888888888891,0.7861763983293752,7.742000000000001
1,A,2,2010-02-05,50605.27,False,5.727777777777779,0.6794508388787476,8.106
1,A,2,2010-03-05,48397.98,False,8.055555555555555,0.693451964252221,8.106
1,A,2,2010-04-02,47450.5,False,16.81666666666667,0.718284148876872,7.808
1,A,2,2010-05-07,47903.01,False,22.52777777777778,0.7489281213923986,7.808
1,A,2,2010-06-04,48754.47,False,27.05,0.7145857384008601,7.808
1,A,2,2010-07-02,47077.72,False,27.17222222222222,0.7050755400339724,7.787000000000001
1,A,2,2010-08-06,50031.73,False,30.64444444444444,0.693980308605937,7.787000000000001
1,A,2,2010-09-03,49015.05,False,27.338888888888885,0.6807716997630375,7.787000000000001
1,A,2,2010-10-01,45829.02,False,22.16111111111111,0.6876401763613453,7.837999999999999
1,A,2,2010-11-05,46381.43,False,14.855555555555558,0.7103589835711321,7.837999999999999
1,A,2,2010-12-03,44405.02,False,9.594444444444449,0.7153782549314341,7.837999999999999
1,A,2,2011-01-07,43202.29,False,9.038888888888891,0.7861763983293752,7.742000000000001
1,A,3,2010-02-05,13740.12,False,5.727777777777779,0.6794508388787476,8.106
1,A,3,2010-03-05,12275.58,False,8.055555555555555,0.693451964252221,8.106
1,A,3,2010-04-02,11157.08,False,16.81666666666667,0.718284148876872,7.808
1,A,3,2010-05-07,9372.8,False,22.52777777777778,0.7489281213923986,7.808
1,A,3,2010-06-04,8001.41,False,27.05,0.7145857384008601,7.808
1,A,3,2010-07-02,7857.88,False,27.17222222222222,0.7050755400339724,7.787000000000001
1,A,3,2010-08-06,26719.02,False,30.64444444444444,0.693980308605937,7.787000000000001
1,A,3,2010-09-03,19081.8,False,27.338888888888885,0.6807716997630375,7.787000000000001
1,A,3,2010-10-01,9775.17,False,22.16111111111111,0.6876401763613453,7.837999999999999
1,A,3,2010-11-05,9825.22,False,14.855555555555558,0.7103589835711321,7.837999999999999
1,A,3,2010-12-03,10856.85,False,9.594444444444449,0.7153782549314341,7.837999999999999
1,A,3,2011-01-07,15808.15,False,9.038888888888891,0.7861763983293752,7.742000000000001
1,A,4,2010-02-05,39954.04,False,5.727777777777779,0.6794508388787476,8.106
1,A,4,2010-03-05,38086.19,False,8.055555555555555,0.693451964252221,8.106
1,A,4,2010-04-02,37809.49,False,16.81666666666667,0.718284148876872,7.808
1,A,4,2010-05-07,37168.34,False,22.52777777777778,0.7489281213923986,7.808
1,A,4,2010-06-04,40548.19,False,27.05,0.7145857384008601,7.808
1,A,4,2010-07-02,39773.71,False,27.17222222222222,0.7050755400339724,7.787000000000001
1,A,4,2010-08-06,40973.88,False,30.64444444444444,0.693980308605937,7.787000000000001
1,A,4,2010-09-03,38321.88,False,27.338888888888885,0.6807716997630375,7.787000000000001
